event_id,user_id,item_id,event_type,platform,duration_sec,timestamp,search_query
e_9be4a45d,u006,item_020,watch,netflix,635,2024-03-14T11:36:00+00:00,
e_1012be84,u007,item_039,listen,google,1380,2024-03-27T23:49:00+00:00,
e_82c989a1,u007,item_032,watch,youtube,662,2024-03-21T20:02:00+00:00,
e_1bd06763,u007,item_045,skip,apple_music,0,2024-02-16T23:08:00+00:00,
e_be47b0f3,u007,item_038,watch,google,389,2024-02-11T23:26:00+00:00,
e_70c7fa09,u007,item_002,listen,apple_music,588,2024-02-16T16:32:00+00:00,
e_3dea287a,u007,item_026,watch,netflix,723,2024-02-07T23:55:00+00:00,
e_8052ca6c,u007,item_037,watch,youtube,1415,2024-01-19T07:55:00+00:00,
e_afd9aa4c,u007,item_023,like,apple_music,0,2024-02-16T02:50:00+00:00,
e_6873dbfb,u007,item_045,like,google,0,2024-03-09T03:29:00+00:00,
e_67cee7ca,u007,item_032,search,google,0,2024-03-15T12:52:00+00:00,gaming highlights
e_4a47f732,u007,item_019,search,spotify,0,2024-03-01T00:39:00+00:00,machine learning
e_f5607931,u007,item_038,search,apple_music,0,2024-01-29T20:04:00+00:00,gaming highlights
e_617674d9,u007,item_038,skip,google,0,2024-03-24T13:07:00+00:00,
e_4c2b0771,u007,item_045,watch,youtube,229,2024-02-08T15:07:00+00:00,
e_10f260c2,u007,item_038,listen,apple_music,789,2024-01-18T12:29:00+00:00,
e_73401304,u007,item_039,like,spotify,0,2024-02-23T20:06:00+00:00,
e_35a9f1a1,u007,item_039,skip,netflix,0,2024-02-05T01:44:00+00:00,
e_7c8afa9c,u007,item_043,search,netflix,0,2024-02-26T07:54:00+00:00,news today
e_27ab6e37,u007,item_032,watch,google,154,2024-03-10T20:22:00+00:00,
e_d244a53f,u007,item_026,like,spotify,0,2024-01-16T14:05:00+00:00,
e_f021c6a7,u008,item_036,listen,spotify,1250,2024-02-12T04:50:00+00:00,
e_9a8e68e2,u008,item_039,watch,spotify,1665,2024-01-17T17:16:00+00:00,
e_b2947a1f,u008,item_014,watch,youtube,1647,2024-01-17T00:22:00+00:00,
e_46bcf9c9,u008,item_009,listen,google,137,2024-01-03T05:16:00+00:00,
e_5064200c,u008,item_049,watch,netflix,160,2024-03-08T03:47:00+00:00,
e_71b9a3e2,u008,item_022,skip,google,0,2024-03-06T18:06:00+00:00,
e_6cd095c9,u008,item_016,skip,spotify,0,2024-03-19T01:46:00+00:00,
e_a7c1dd5a,u008,item_022,listen,youtube,852,2024-01-08T15:54:00+00:00,
e_222b26e0,u008,item_037,like,youtube,0,2024-03-03T22:58:00+00:00,
e_3c328614,u008,item_014,skip,youtube,0,2024-02-11T19:09:00+00:00,
e_851b5ec2,u008,item_042,watch,google,1153,2024-03-20T20:37:00+00:00,
e_84cf2300,u008,item_004,search,apple_music,0,2024-03-08T09:29:00+00:00,machine learning
e_fc3f210d,u008,item_014,like,youtube,0,2024-03-24T20:56:00+00:00,
e_5ab29615,u008,item_004,listen,netflix,1724,2024-01-30T13:21:00+00:00,
e_f93a7251,u008,item_004,skip,netflix,0,2024-01-13T10:27:00+00:00,
e_58d395de,u008,item_037,search,google,0,2024-02-17T04:43:00+00:00,travel vlog
e_db824ec3,u008,item_014,watch,youtube,1554,2024-01-12T13:06:00+00:00,
e_daf43ae3,u008,item_005,search,spotify,0,2024-03-12T01:37:00+00:00,machine learning
e_2f2cd4c7,u008,item_037,search,youtube,0,2024-02-22T11:55:00+00:00,gaming highlights
e_631a8dc5,u008,item_036,like,youtube,0,2024-02-06T19:19:00+00:00,
e_0ffcbe5c,u009,item_024,listen,netflix,1412,2024-03-12T19:39:00+00:00,
e_0510097d,u009,item_049,watch,google,1469,2024-01-04T05:17:00+00:00,
e_6cefb016,u009,item_018,listen,google,323,2024-02-14T00:11:00+00:00,
e_579a37d9,u009,item_007,like,spotify,0,2024-03-22T00:05:00+00:00,
e_634166dd,u009,item_043,listen,netflix,787,2024-02-28T10:10:00+00:00,
e_dcc8f50d,u009,item_036,listen,google,137,2024-03-13T19:05:00+00:00,
e_74cc6518,u009,item_037,watch,apple_music,587,2024-01-07T21:05:00+00:00,
e_d9491e95,u009,item_050,skip,netflix,0,2024-03-03T19:28:00+00:00,
e_e0413aff,u009,item_014,like,spotify,0,2024-03-06T03:22:00+00:00,
e_0497a017,u009,item_007,like,google,0,2024-03-27T21:37:00+00:00,
e_d61d3dd5,u009,item_015,skip,google,0,2024-01-06T07:25:00+00:00,
e_aa64b8e3,u009,item_023,watch,spotify,311,2024-02-08T06:49:00+00:00,
e_5b09165d,u009,item_014,listen,google,1559,2024-01-16T00:31:00+00:00,
e_b09ac811,u009,item_037,like,spotify,0,2024-02-18T17:45:00+00:00,
e_50a5001e,u009,item_015,listen,apple_music,843,2024-03-26T11:04:00+00:00,
e_fe8a2db6,u009,item_043,watch,youtube,671,2024-02-28T02:55:00+00:00,
e_79d0fb76,u009,item_049,like,netflix,0,2024-03-31T20:26:00+00:00,
e_a7307f71,u009,item_007,listen,netflix,1671,2024-01-03T10:10:00+00:00,
e_5cfa8054,u009,item_008,skip,google,0,2024-01-12T13:54:00+00:00,
e_62566a4c,u009,item_033,watch,netflix,191,2024-03-16T12:33:00+00:00,
e_e974bc7d,u010,item_034,search,spotify,0,2024-01-31T03:09:00+00:00,workout songs
e_b355a2d1,u010,item_048,listen,apple_music,392,2024-01-20T20:04:00+00:00,
e_b695f730,u010,item_005,skip,apple_music,0,2024-03-15T14:43:00+00:00,
e_49886f08,u010,item_013,search,google,0,2024-01-20T14:04:00+00:00,travel vlog
e_056f5a51,u010,item_008,skip,google,0,2024-02-05T18:03:00+00:00,
e_c69f4e1a,u010,item_033,search,youtube,0,2024-02-09T14:28:00+00:00,python tutorial
e_4650dcb4,u010,item_047,watch,google,1781,2024-01-10T20:55:00+00:00,
e_daee49ae,u010,item_041,watch,apple_music,1218,2024-03-05T12:29:00+00:00,
e_5958eb0d,u010,item_005,watch,apple_music,1269,2024-03-24T06:20:00+00:00,
e_347dcf49,u010,item_033,skip,spotify,0,2024-01-08T14:06:00+00:00,
e_b5956609,u010,item_034,search,youtube,0,2024-03-05T20:11:00+00:00,python tutorial
e_8619bd9d,u010,item_034,listen,netflix,1278,2024-02-26T16:33:00+00:00,
e_3938bced,u010,item_047,watch,google,1616,2024-02-06T12:26:00+00:00,
e_c5fb40b0,u010,item_008,search,apple_music,0,2024-01-07T20:41:00+00:00,news today
e_161a8c53,u010,item_047,watch,youtube,611,2024-03-12T21:24:00+00:00,
e_8ded58ee,u010,item_034,listen,apple_music,1223,2024-01-20T10:05:00+00:00,
e_5f169665,u010,item_023,watch,google,1386,2024-02-09T20:44:00+00:00,
e_8d1454c1,u010,item_048,like,apple_music,0,2024-03-31T02:19:00+00:00,
e_a4227332,u010,item_008,like,google,0,2024-01-17T21:44:00+00:00,
e_000117ca,u010,item_008,watch,netflix,772,2024-03-06T11:01:00+00:00,
